,dist,solution_id,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_good_obs_ac,astrometric_n_bad_obs_al,astrometric_n_bad_obs_ac,astrometric_delta_q,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_primary_flag,astrometric_relegation_factor,astrometric_weight_al,astrometric_weight_ac,astrometric_priors_used,matched_observations,duplicated_source,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_variable_flag,l,b,ecl_lon,ecl_lat
0,0.0008018380135482535,1.6353784107819336e+18,5.668105247185419e+18,224247316.0,2015.0,154.34990253137167,7.822483511210486,-20.782922739699483,3.4599973147992666,,,,,,,-0.9971,,,,,,,,,,44.0,0.0,43.0,0.0,1.0,0.0,,0.430163206097051,2.327949107920109,False,1.9344761,1.7549576,,2.0,8.0,False,0.41446286,0.49398148,0.4158173,0.63774,-99.20982,51.91027,-20.485283,-34.286636,44.0,2830.2073186218995,15.613304924100241,16.89522443966259,b'NOT_AVAILABLE',261.05779270449125,29.29513373156368,164.72493684562434,-29.11288961921765
0,8.805441882698517e-05,1.6353784107819336e+18,8.468394576669327e+17,448974784.0,2015.0,155.2959995938537,0.4014947118453728,49.22503619233535,0.6979334871337767,,,,,,,-0.1629,,,,,,,,,,108.0,0.0,105.0,0.0,3.0,0.0,,1.4156995238890715,8.445635364999648,False,1.3569105,0.12391387,,2.0,35.0,False,0.13580593,0.34797484,0.264525,0.5457419,-74.77606,-85.221664,37.44852,-15.856739,102.0,374.3610870483761,4.996135677124879,19.091543314626577,b'NOT_AVAILABLE',165.209015657712,53.71136319740411,137.08413001866404,35.88920334683361
0,0.00029940144033070135,1.6353784107819336e+18,3.8627375584508887e+18,1060591777.0,2015.0,158.39176829952368,25.70245878108597,7.1905969545847395,36.73826256970163,,,,,,,-0.9962,,,,,,,,,,43.0,0.0,41.0,0.0,2.0,0.0,,3.256240654633004,3.7763618263944587,False,1.413868,0.04108757,,2.0,6.0,False,0.31164783,0.3456362,0.6390507,0.8387043,-51.595196,43.31855,-16.602243,-26.31459,26.0,209.76118781747553,4.460931956975838,19.72045722974522,b'NOT_AVAILABLE',237.9109144923645,51.72543237032118,157.34497500780444,-1.7472668013621084
0,0.0002864380361799556,1.6353784107819336e+18,3.5529508788835123e+18,21937411.0,2015.0,166.63910296033134,1.129297916124431,-18.35661906238055,0.34067097349574516,,,,,,,-0.944,,,,,,,,,,97.0,0.0,94.0,0.0,3.0,0.0,,0.37866473735946454,2.9575614438445967,False,1.1529964,1.7876437,,2.0,22.0,True,0.46262205,0.65578943,0.4606115,0.26527017,31.520014,13.611434,25.54882,33.924957,112.0,2652.718632315891,19.273082077788185,16.965542094287006,b'NOT_AVAILABLE',270.83359528654535,37.89228755449582,175.29783236557216,-22.09760501592462
1,0.0006007001209224885,1.6353784107819336e+18,3.552950878881102e+18,587104195.0,2015.0,166.6399516165326,1.599035511601133,-18.356989654042906,0.4934921520174553,,,,,,,-0.94385,,,,,,,,,,121.0,0.0,119.0,0.0,2.0,0.0,,0.490991225453567,1.870437847269177,False,1.0751599,0.5075628,,2.0,32.0,False,0.44950435,0.6781974,0.38977024,0.37035578,32.640556,19.913824,27.755697,34.09766,110.0,855.4417079445645,4.202372438763744,18.19429401155727,b'NOT_AVAILABLE',270.8347142097143,37.89236757923481,175.2987892924776,-22.09760529113171
0,0.0002336014223164385,1.6353784107819336e+18,3.817878828361981e+18,474131314.0,2015.0,169.57062583159518,7.258850703345949,7.766124051523189,6.639487464620492,,,,,,,-0.99825,,,,,,,,,,46.0,0.0,46.0,0.0,0.0,0.0,,0.3475164622220614,1.3112422405813025,False,1.6702429,1.6705178,,2.0,9.0,False,0.16411024,0.6456942,0.53871775,0.03319391,125.99646,14.739214,28.782568,39.0114,44.0,2382.2470753362077,31.679716778670898,17.082303057738507,b'NOT_AVAILABLE',249.88792332775708,60.64438487485046,167.372204822645,3.0170300236542906
1,0.00028297263412728284,1.6353784107819336e+18,3.8178788283619804e+18,950183795.0,2015.0,169.57066748398447,7.303268202768327,7.76625053820702,6.8384121954334125,,,,,,,-0.9933,,,,,,,,,,57.0,0.0,55.0,0.0,2.0,0.0,,1.2955476447880507,11.354544574715263,False,5.086612,0.42141223,,2.0,11.0,False,0.5554843,0.8129143,0.55224574,0.47835296,26.21445,31.506098,21.304567,28.227968,56.0,2133.194453855988,31.414659215714092,17.20219394914167,b'NOT_AVAILABLE',249.8877967481474,60.64450256753,167.37219322733512,3.017162568151369
2,0.0008814839442006935,1.6353784107819336e+18,3.8178788283619804e+18,757561898.0,2015.0,169.5702541622762,7.251628894936269,7.766688525279362,6.687096023327271,,,,,,,-0.99655,,,,,,,,,,78.0,0.0,78.0,0.0,0.0,0.0,,0.5759583286379042,0.7226662755452807,False,2.4322886,0.3169572,,2.0,11.0,False,0.20434026,0.64024574,0.42628416,0.1498512,59.0426,26.42507,26.185505,36.998127,76.0,615.4310413540985,5.714245663401507,18.55182156988901,b'NOT_AVAILABLE',249.88657379997204,60.64451357365808,167.3716440878384,3.01740511526529
0,0.0005260302500494903,1.6353784107819336e+18,3.5860985087602135e+18,51323194.0,2015.0,172.9649270891274,1.4808063193066094,-12.53302332475841,0.5173480343976251,,,,,,,-0.9519,,,,,,,,,,113.0,0.0,112.0,0.0,1.0,0.0,,0.7215297350357306,3.2750702582514415,False,2.896604,0.57609737,,2.0,21.0,False,0.502522,0.7652641,0.39629307,0.46139416,34.095894,24.773487,34.016773,30.824724,110.0,1319.9846250696753,19.460679667431307,17.72334788220146,b'NOT_AVAILABLE',274.42725121159424,45.88818004843124,178.6179412401133,-14.279553512207912
1,0.0009820996060311295,1.6353784107819336e+18,3.586098513051816e+18,24483999.0,2015.0,172.96404198278955,25.18988936833382,-12.532779175221329,9.535287374930812,,,,,,,-0.888,,,,,,,,,,77.0,0.0,76.0,0.0,1.0,0.0,,5.582718440215474,11.4678483977112,False,21.514511,0.020725628,,2.0,16.0,False,0.4600003,0.847675,0.70642614,0.6324113,39.251316,18.103603,27.600458,23.82162,76.0,247.6643767244795,6.122776442672373,19.540111205072577,b'NOT_AVAILABLE',274.42598096153284,45.88802393730786,178.6170243792068,-14.279682511663507
0,0.00022310845663451253,1.6353784107819336e+18,3.800591477621812e+18,631966998.0,2015.0,174.5156246977498,4.285848139801971,3.2493459163816043,2.656181427160258,,,,,,,-0.94695,,,,,,,,,,104.0,0.0,104.0,0.0,0.0,0.0,,3.4510885923593952,6.107526936410428,False,2.4972327,0.03577463,,2.0,15.0,False,0.31568745,0.6442649,0.2340429,0.14183849,41.699123,23.236609,34.187096,31.321795,104.0,215.56514683955425,2.688530811306704,19.690823703152702,b'NOT_AVAILABLE',263.46880427435946,60.37170616216696,173.67869424891646,0.8049250482210154
0,5.0156054612174265e-05,1.6353784107819336e+18,8.632707655931914e+17,174406805.0,2015.0,178.8223810349411,2.448847540328411,63.772803164113945,2.2482122833429914,,,,,,,0.5279,,,,,,,,,,126.0,0.0,116.0,0.0,10.0,0.0,,10.626343538985745,106.48177801346213,False,13.039625,0.007990915,,2.0,22.0,False,0.10906387,0.5060636,0.2734452,0.40241486,-49.741104,-40.496937,-37.15108,-38.16501,142.0,391.3234868447496,8.148770462624128,19.043430277330835,b'NOT_AVAILABLE',133.01383887040444,52.24244242900369,140.42789664999876,55.02611378120005
1,0.0004883514145974055,1.6353784107819336e+18,8.632707655914212e+17,387619857.0,2015.0,178.82119801353267,0.3954565311695783,63.77269199167686,0.31296752434798303,,,,,,,0.3129,,,,,,,,,,142.0,0.0,138.0,0.0,4.0,0.0,,0.5988256459777563,0.9862607392428436,False,1.0795197,0.2867522,,2.0,22.0,False,0.08147603,0.45602095,0.33164635,0.38645566,-34.707912,-34.981792,-40.1299,-33.56342,165.0,581.3712747514435,3.4495856539848675,18.613636139583427,b'NOT_AVAILABLE',133.01470188168582,52.24236214336959,140.4273743581062,55.025670987098934
0,2.344289705188872e-05,1.6353784107819336e+18,3.975233506531474e+18,429942962.0,2015.0,178.82623202703388,0.34239439610266714,19.661729852571153,0.5064847040151476,,,,,,,-0.85955,,,,,,,,,,178.0,0.0,177.0,0.0,1.0,0.0,,0.3235347787250173,1.243232892818191,False,1.1775773,1.1427644,,2.0,23.0,False,0.20285702,0.6149159,0.29184657,0.3410415,176.77386,11.147043,47.34761,-5.1956525,173.0,1690.106570687785,11.51342739128384,17.454984838397472,b'NOT_AVAILABLE',240.08766810459397,75.12944265451705,170.85649344044637,17.51939986951372
0,2.1331200220661078e-05,1.6353784107819336e+18,1.537658249711964e+18,721811319.0,2015.0,181.62357199582715,0.34205998489295913,43.53821778027196,0.3235073444387651,,,,,,,0.01265,,,,,,,,,,88.0,0.0,88.0,0.0,0.0,0.0,,0.0,0.0,False,1.0,0.3310536,,2.0,11.0,False,0.2513408,0.36028507,0.3604079,0.3688909,-153.936,-30.186913,57.91386,-9.395671,88.0,615.4841705433594,4.664229027931751,18.55172784404374,b'NOT_AVAILABLE',148.99125240706823,71.24446973658254,160.60145441423975,39.80425812222933
1,0.0008398052733539198,1.6353784107819336e+18,1.5376583527915796e+18,153920873.0,2015.0,181.62358053126167,0.3859516947311482,43.53905920966882,0.3804795517422751,,,,,,,0.02125,,,,,,,,,,89.0,0.0,89.0,0.0,0.0,0.0,,0.8327986327479385,1.4248293284828608,False,1.1072725,0.2546843,,2.0,11.0,False,0.27186966,0.3599562,0.36746934,0.36567768,-158.80371,-29.554953,56.974117,-9.024447,89.0,618.3414854422429,8.827643097907266,18.54669910150633,b'NOT_AVAILABLE',148.9898248384127,71.24376450874644,160.6008944163334,39.804981283737064
0,0.0006614520228159084,1.6353784107819336e+18,3.90633045000785e+18,1113570194.0,2015.0,182.73764226655175,0.7911648474468975,9.907515255030686,0.39556441206866977,,,,,,,-0.91215,,,,,,,,,,175.0,0.0,175.0,0.0,0.0,0.0,,0.9568134558293994,8.912418273894263,False,3.8166862,0.50442153,,2.0,23.0,True,0.10761147,0.78263307,0.23679084,0.49911427,124.56784,19.191452,-56.234737,16.884857,174.0,1456.526524557231,11.838696447666536,17.616474069093613,b'NOT_AVAILABLE',272.0143271843735,70.30948259390581,178.52870348801926,10.170390280459412
0,0.0003670855438335809,1.6353784107819336e+18,3.696663890512658e+18,183412032.0,2015.0,186.53339790287424,3.0362079478320214,-0.10063651138311286,1.36014980102878,,,,,,,-0.994,,,,,,,,,,155.0,0.0,153.0,0.0,2.0,0.0,,0.6660193152174679,2.3534046359829914,False,2.7520247,0.47385,,2.0,34.0,False,0.52696556,0.7493102,0.4896178,0.41310441,34.68587,26.152739,31.930426,33.60707,153.0,908.8861232515611,5.67162138094934,18.12849638202757,b'NOT_AVAILABLE',289.31213814899104,62.100117409300886,186.03824486022015,2.501671770954103
0,5.672792418297903e-05,1.6353784107819336e+18,3.7129195170940426e+18,549145528.0,2015.0,203.094231191615,21.696087593896355,3.7944675720586805,2.0830293581423,,,,,,,-0.69945,,,,,,,,,,79.0,0.0,79.0,0.0,0.0,0.0,,7.185746314214664,116.87108570784817,False,27.680351,0.012768757,,2.0,12.0,False,0.61389273,0.8130067,0.7562984,0.6573841,-11.051697,-5.4858365,-4.6689696,-10.14623,79.0,226.40417725371972,3.256241441616431,19.637558975068682,b'NOT_AVAILABLE',327.4421964694494,64.7000033252569,199.92812610613004,12.497712105703407
1,0.0002781982530820814,1.6353784107819336e+18,3.7129195170940426e+18,777535955.0,2015.0,203.09452039202748,16.261377793228913,3.794328332631864,2.0097206424744005,,,,,,,-0.73095,,,,,,,,,,49.0,0.0,48.0,0.0,1.0,0.0,,1.0924965088191918,1.5169783431989443,False,4.3229322,0.07663833,,2.0,14.0,False,0.5931816,0.9223521,0.6277783,0.79749876,-7.338186,-12.310443,-6.2503276,-13.316874,49.0,231.30609995449205,3.3092046414825793,19.614302348735826,b'NOT_AVAILABLE',327.442703210499,64.69976719035354,199.92845358391008,12.497691163724058
0,1.728970636929349e-05,1.6353784107819336e+18,3.7115310057067976e+18,6521073.0,2015.0,203.89494979742457,11.189028497061104,1.3015367179748663,0.7481953933533588,,,,,,,-0.70485,,,,,,,,,,78.0,0.0,78.0,0.0,0.0,0.0,,0.990386985157686,4.111589811011161,False,3.9415615,0.3879996,,2.0,12.0,False,0.6740042,0.67058134,0.94879246,0.5799357,-25.131495,0.80995876,-8.283777,-12.699059,80.0,1095.8310838648083,3.212769015536448,17.92541102563912,b'NOT_AVAILABLE',327.0611840055963,62.08745024979,201.6328287195189,10.481748307855671
0,5.826716403513642e-05,1.6353784107819336e+18,3.72726649456919e+18,1048327757.0,2015.0,208.27646865174944,0.2596440947798999,11.634697325004995,0.11121560554653237,,,,,,,0.3808,,,,,,,,,,86.0,0.0,85.0,0.0,1.0,0.0,,0.3339705141136269,2.0465881791457727,False,1.6287748,2.1626532,,2.0,12.0,False,0.31831872,0.5022402,0.5435358,0.7963954,-65.760315,-11.903576,-9.497194,-23.167377,83.0,3082.6285464863195,12.439232607882476,16.80246707421884,b'NOT_AVAILABLE',348.9759736493313,68.79523835471187,201.82743783091604,21.6906714682274
0,0.0002532925629293384,1.6353784107819336e+18,6.287286424274419e+18,1117959996.0,2015.0,208.93101263749725,0.5089501173895625,-22.95645853059238,0.24588508872560041,,,,,,,0.21515,,,,,,,,,,72.0,0.0,72.0,0.0,0.0,0.0,,0.8898832229786566,9.602778778766428,False,3.5686707,0.79741347,,2.0,10.0,False,0.5818731,0.7599512,0.7247829,0.794016,-23.404682,-12.606656,-11.21668,-18.0219,71.0,2584.9026663498967,17.782460455804106,16.993659577531588,b'NOT_AVAILABLE',321.6903532578962,37.56243595461481,214.97820704293696,-10.4081871313006
0,5.107527445894516e-05,1.6353784107819336e+18,1.661333963305005e+18,748246714.0,2015.0,211.6034893652622,1.634677426550952,61.44473038846147,0.9661911105413372,,,,,,,-0.4943,,,,,,,,,,70.0,0.0,70.0,0.0,0.0,0.0,,0.0,0.0,False,1.0,0.074962825,,2.0,13.0,True,0.25873277,0.4057766,0.20894296,0.17462817,-103.4635,-5.3031664,-6.7651606,-26.662426,86.0,200.79122997511251,2.98354995967898,19.76790821368139,b'NOT_AVAILABLE',107.98347721246031,53.453464927616274,163.63289042728653,64.89298486577997
1,0.0005025042882764803,1.6353784107819336e+18,1.6613339675986324e+18,894050112.0,2015.0,211.6025302828357,27.84090428262401,61.4444215135721,9.07842332038044,,,,,,,-0.01945,,,,,,,,,,35.0,0.0,35.0,0.0,0.0,0.0,,5.649630732527133,5.771810032167675,False,21.771822,0.018840795,,2.0,10.0,False,0.24806952,0.6554922,0.55044574,0.6349786,-73.63135,-12.395816,-19.727106,-27.441977,52.0,166.87742136236673,3.4774195658910005,19.96877611311108,b'NOT_AVAILABLE',107.98390339081087,53.453956025268845,163.63282111517307,64.89243285594324
0,0.0007455575529116544,1.6353784107819336e+18,1.2254615823860337e+18,942770714.0,2015.0,213.94281531209114,10.89636682281414,11.495375642126366,5.834785499885125,,,,,,,0.8229,,,,,,,,,,39.0,0.0,39.0,0.0,0.0,0.0,,13.714263881531677,1165.3368760829603,False,52.803963,0.0049352483,,2.0,11.0,False,0.27294037,0.5892671,0.47390175,0.8518679,-68.54034,-14.947567,-13.109189,-25.142406,38.0,2094.1691771961737,61.12050550312271,17.22224065587634,b'NOT_AVAILABLE',358.7324728321018,64.77292949433186,207.4747373082867,23.609040732120846
0,0.00012786766727488307,1.6353784107819336e+18,1.2543574351588347e+18,630420602.0,2015.0,216.15882493513038,1.0293553508699267,22.933575825547752,1.927008112704065,,,,,,,0.8628,,,,,,,,,,127.0,0.0,126.0,0.0,1.0,0.0,,2.5586978716415407,311.8819000924618,False,9.900606,0.14623939,,2.0,18.0,False,0.38593435,0.31503308,0.4782476,0.6406212,16.640762,70.859344,-41.111797,-29.087536,126.0,6472.281163549165,126.37027351970977,15.997126625640558,b'NOT_AVAILABLE',26.836535740080862,68.50980938237186,204.7983535772011,35.005631388400445
0,3.841788404484593e-05,1.6353784107819336e+18,1.5993417453833633e+18,494670582.0,2015.0,230.43672995776262,0.21799087712439116,52.91349124146728,0.30170211733868957,,,,,,,-0.0759,,,,,,,,,,115.0,0.0,115.0,0.0,0.0,0.0,,0.6493919924247589,3.476569214160271,False,1.1284285,0.4683505,,2.0,17.0,False,0.36950782,0.061815746,0.24496529,0.11271322,-72.94726,65.86343,45.62229,-31.033667,129.0,803.4635931434369,3.3876191636135036,18.26235455728108,b'NOT_AVAILABLE',86.15861641276946,52.10024254628048,195.87169775377149,66.46530405376627
1,0.0007868834421867623,1.6353784107819336e+18,1.5993417496782607e+18,1072811516.0,2015.0,230.4355327823809,0.6029066407973788,52.91371171275293,0.9959833357440396,,,,,,,0.12495,,,,,,,,,,82.0,0.0,81.0,0.0,1.0,0.0,,1.020877308348535,0.6515495294511859,False,4.055206,0.08523055,,2.0,16.0,False,0.22088012,0.16772021,0.32706216,0.22762233,-86.27367,41.02635,42.404644,-22.654991,94.0,220.0924180596325,2.3072057190406614,19.668257359224317,b'NOT_AVAILABLE',86.15948396604037,52.100777122759226,195.86995003025538,66.46501640538813
2,0.0012117335711104697,1.6353784107819336e+18,1.5993417496782602e+18,26957417.0,2015.0,230.43829997240502,1.6841169482051452,52.91270261202821,1.9830972202550512,,,,,,,-0.7027,,,,,,,,,,81.0,0.0,81.0,0.0,0.0,0.0,,2.739104945245301,2.0211168989612527,False,10.591784,0.030235242,,2.0,17.0,False,0.32074198,0.34509185,0.33779824,0.31172648,-115.65223,56.605053,41.52182,-32.59101,87.0,134.0298597916625,1.9484137371855716,20.206766155650286,b'NOT_AVAILABLE',86.15676027825707,52.09977538153395,195.8747835122633,66.46529519530952
0,0.00014614720108172577,1.6353784107819336e+18,1.321201209482833e+18,600908894.0,2015.0,237.30138106221597,4.504998510587531,30.787908622219412,4.359083021873038,,,,,,,0.4458,,,,,,,,,,104.0,0.0,104.0,0.0,0.0,0.0,,18.27336756248771,347.3025971880177,False,27.473448,0.0028192913,,2.0,19.0,False,0.16972145,0.2160404,0.35417438,0.13765454,-12.31192,-53.09484,-35.878483,-26.047184,122.0,359.94299067805866,5.029263789655357,19.13418576188439,b'NOT_AVAILABLE',49.23053943810764,51.193477129140184,224.72582811642596,49.216858518079334
0,5.446169708970351e-05,1.6353784107819336e+18,1.3242662742388163e+18,450870376.0,2015.0,248.45407307657894,0.17612313298535587,31.57000331767743,0.2586814794093229,,,,,,,0.3966,,,,,,,,,,132.0,0.0,130.0,0.0,2.0,0.0,,0.8002605085506016,8.928276871454283,False,3.2389243,0.772253,,2.0,21.0,False,0.049854886,0.3110329,0.08805143,0.27757475,103.54109,-58.002583,-6.3772607,19.291597,149.0,1814.4881763816893,8.616374509819448,17.377884707380495,b'NOT_AVAILABLE',52.250412284425785,41.85000037275643,238.9063663632946,52.708503452781414
0,0.001211013270618629,1.6353784107819336e+18,1.356637374029266e+18,91137430.0,2015.0,252.68102356320827,0.251945549966774,42.86371544039607,0.3096863397015211,,,,,,,0.34065,,,,,,,,,,53.0,0.0,52.0,0.0,1.0,0.0,,0.5890659558986575,2.2370033281836905,False,2.4783728,0.9309016,,2.0,10.0,False,0.040426247,0.05260687,0.048775334,0.05037946,-114.62302,80.55152,-34.32145,12.8406315,70.0,1562.563993605772,7.828614400563251,17.540175532399047,b'NOT_AVAILABLE',67.55005211419453,39.6512601081838,239.56624943803766,64.48399055070792
0,0.0006042554483422583,1.6353784107819336e+18,4.449460499458598e+18,866301335.0,2015.0,253.67477910640318,4.193958836528201,13.773164366250702,4.878990060424643,,,,,,,0.7963,,,,,,,,,,51.0,0.0,51.0,0.0,0.0,0.0,,0.0,0.0,False,1.0,0.02960546,,2.0,12.0,False,0.51263976,0.38438413,0.2529101,0.83178735,-86.52194,-60.050076,-16.728533,-40.10928,50.0,88.74640421264832,2.109897704814492,20.654393150008378,b'NOT_AVAILABLE',32.65696490645302,32.00971402154994,250.25203595079736,36.09994509276837
0,0.0010080028731085362,1.6353784107819336e+18,6.733997966932349e+18,761052917.0,2015.0,279.61931736459684,12.485091149101525,-34.46244575184744,14.38562552056503,,,,,,,0.9992,,,,,,,,,,61.0,0.0,60.0,0.0,1.0,0.0,,0.0,0.0,False,1.0,0.3674541,,2.0,8.0,False,0.6995905,0.99721646,0.6963185,0.98889214,-46.58124,-47.480804,-46.58156,42.515793,59.0,675.0326455584678,6.755350570876269,18.45145812271458,b'NOT_AVAILABLE',0.4101123917662235,-12.506520605505553,278.0764669608154,-11.292463363694898
0,0.00010479837563508752,1.6353784107819336e+18,6.674418764698006e+18,284053047.0,2015.0,308.4253500352875,0.8587197630666916,-47.39537636332302,0.9722481522648484,,,,,,,0.31275,,,,,,,,,,114.0,0.0,113.0,0.0,1.0,0.0,,4.9376721540236215,110.12625559760892,False,19.034372,0.036232337,,2.0,15.0,False,0.39028123,0.461828,0.38059434,0.5564477,-34.745285,-58.91992,52.18589,24.276442,112.0,1038.6225799949507,12.262037822536273,17.98362566367578,b'NOT_AVAILABLE',352.4149757035243,-36.556558995187764,298.361440891364,-27.668504560544264
1,0.0007666224292559103,1.6353784107819336e+18,6.674418764698006e+18,747757842.0,2015.0,308.4262513059456,0.30814953221806524,-47.395725278571994,0.3716561981157078,,,,,,,0.38045,,,,,,,,,,106.0,0.0,106.0,0.0,0.0,0.0,,0.0,0.0,False,1.0,0.34591457,,2.0,14.0,False,0.35336274,0.48755103,0.46394095,0.6580943,-37.847614,-62.774826,50.81229,24.555779,104.0,520.8842367261027,1.6720120425863285,18.732917026884138,b'NOT_AVAILABLE',352.4145661167058,-36.557180057250555,298.3619924124719,-27.66900990942252
0,3.082130806209525e-05,1.6353784107819336e+18,6.810217620483272e+18,877313088.0,2015.0,328.0310092876568,9.96262753376564,-27.530575498530233,13.31753373324699,,,,,,,0.99955,,,,,,,,,,36.0,0.0,36.0,0.0,0.0,0.0,,0.14285528831847166,0.2125096923575649,False,1.0336831,2.2457938,,2.0,6.0,False,0.3656396,0.4870942,0.27580497,0.89712656,-15.877417,-54.676617,40.802082,30.455404,35.0,2522.482930060134,5.356546345819064,17.02019947384842,b'NOT_AVAILABLE',21.660136506760907,-50.3978536947987,320.75037091343785,-13.728510544581674
0,0.0005772865339339003,1.6353784107819336e+18,2.70454258992182e+18,871576038.0,2015.0,340.12595371225063,12.452484459171504,3.35834118400979,22.613878937759388,,,,,,,0.8775,,,,,,,,,,44.0,0.0,43.0,0.0,1.0,0.0,,1.5472642254837885,37.977121711502676,False,8.9336605,0.37401348,,2.0,5.0,False,0.55594444,0.2679939,0.12331263,0.79532945,8.908667,-29.497948,19.839462,31.097916,44.0,3790.6367920744688,47.708665500888294,16.577989629914164,b'NOT_AVAILABLE',71.79856542092938,-46.10863833276149,342.9422421527899,10.879261223593614
0,0.00015609411522906095,1.6353784107819336e+18,2.8251287445560914e+18,684879323.0,2015.0,350.52984297531486,0.7645502246207148,19.739711857514557,0.46544260041341146,,,,,,,0.87795,,,,,,,,,,254.0,0.0,253.0,0.0,1.0,0.0,,0.6810388440783053,0.821147068638854,False,1.0894693,0.13468257,,2.0,39.0,False,0.30567595,0.8193088,0.22477345,0.6349669,-31.672327,-30.344854,-38.89857,-34.95194,239.0,353.7216640182071,2.012212076155232,19.153115915325436,b'NOT_AVAILABLE',95.79091515861067,-38.379431206263135,359.52248964823724,21.80687547984341
