qso_name,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,pmra_pmdec_corr,astrometric_pseudo_colour,astrometric_pseudo_colour_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag
LBQS1009-0252,3828696197418841344,153.06609621918096,0.9398934119777581,-3.117734837055801,1.2058989333182955,,,,,,,,,,,20.408363,,
Q1017-207,5668105247186154624,154.34990233780994,0.09095177877183236,-20.782922587564194,0.09457639849996644,-0.27822664806668734,0.11039635664738165,-2.520252,-0.4234751630163608,0.1597090393301823,0.1163584923874733,0.16468773466669087,-0.15034223,1.664274357938475,0.025811911229765318,16.980314,16.993145,16.477734
Q1017-207,5668105247185418752,154.3496507413964,0.5324463258580082,-20.782915193614482,0.844667883330304,,,,,,,,,1.8513340853223044,0.11470294406518944,18.806864,,
SDSS1021+4913,846839461962117760,155.295635774156,2.563053397382613,49.2252526290373,3.555669087389467,,,,,,,,,,,20.906324,,
SDSS1021+4913,846839457666932736,155.2959989987945,0.20420133059549894,49.22503649712022,0.2690063702722111,-0.4394881518169664,0.3964805758150433,-1.1084733,-1.023326624779925,0.5135297413622045,2.8197966680960764,0.5784049517026313,-0.2905598,1.5048601215547652,0.06168529376029836,19.405832,19.298931,18.411077
B1030+074,3862737562746164992,158.39176814604878,0.6442691323283436,7.190596449912095,0.8076315137652444,,,,,,,,,,,19.628578,19.602201,18.75285
HE1104-1805,3552950878881101568,166.63995139913317,0.11873664973026726,-18.356989589370926,0.13126551282823024,-0.09383410549311468,0.1773525436737906,-0.52908236,0.2668363985968232,0.34777782946753627,0.3447454980682645,0.29427224771868343,-0.23333247,1.6483948526677714,0.028819763440124834,18.199234,18.314253,17.807148
HE1104-1805,3552950883176150016,166.63910191410676,0.0573514860001959,-18.356618781887313,0.06113508400827173,-0.049367432353179024,0.08573280734443002,-0.57582897,-0.10944495644912777,0.1609874138321949,0.31201118929315735,0.1312646239040142,-0.13720784,1.6592076732850058,0.014570862590294203,17.065937,17.254967,16.604069
PG1115+080,3817878828362669568,169.5706280557917,24.480528346687652,7.766125062433358,2.9684276733109938,,,,,,,,,,,17.170164,16.552494,15.925818
PG1115+080,3817878828361980544,169.57066712476234,0.32432388057869027,7.766250271192906,0.31937928788342845,0.7446730015796343,0.32896139111985406,2.2637093,-2.138326453317827,0.6621902664323244,-1.5594158901642006,0.4801370418483459,-0.33729035,1.6453524180855201,0.053585874875667405,17.150152,16.540516,15.920815
PG1115+080,3817878828361980160,169.57015797740183,0.43707313750894816,7.766143410058355,0.28820938517219497,0.22314012227726657,0.694082097008949,0.3214895,-0.2764482154738277,0.6203557362531334,-0.7790382747595316,0.6183650072742263,-0.30653173,1.5726050291883977,0.08751743099631647,18.941341,,
PG1115+080,3817878828361980288,169.5702541359625,0.3157230916549146,7.76668844842734,0.18722446491634967,0.40470452760311665,0.33266984784317016,1.2165351,0.1509397912880283,0.4436100258861104,-0.008645491822685685,0.33019926371638075,-0.09879846,1.6618769245727898,0.05880518417359198,18.583698,18.503767,17.898876
RXJ1131-1231,3586098508760213248,172.96493514624163,0.2090610593836595,-12.532693495966909,0.12750400875643506,-0.2292444727151186,0.24693595599818752,-0.928356,-0.0919264513187862,0.6854380785829527,-0.38071062362168423,0.27981791771860326,0.15694733,1.7143524329406037,0.037789719002765794,18.363935,,
RXJ1131-1231,3586098513053631232,172.96492693884414,0.13899900936947668,-12.533023242089843,0.0956765230015768,0.1625209932899248,0.1683713408517192,0.9652533,-0.06500921732797624,0.3560677065896749,-0.05133552436014597,0.20278628832907272,-0.0016266218,1.7649794980661702,0.02808808288829091,17.877342,17.112965,16.572315
RXJ1131-1231,3586098513051815680,172.96404170566072,1.565728069271986,-12.532780209977707,0.7744055131686025,-4.491188346871676,2.112232270931772,-2.1262758,-4.780221560191024,2.860233536103257,1.6737261366007092,1.5901320883368755,0.10753939,1.8917315294740533,0.24820482885132059,19.991058,,
RXJ1131-1231,3586098513051815808,172.96475942625005,0.330845116104726,-12.533334044114984,0.2113714613412215,-0.33934381804725366,0.3896040962502679,-0.87099653,-0.256434935274752,0.8694936798633853,-0.6731407422435407,0.4503104127109723,0.1073081,1.8030149109057187,0.06293748274274119,19.018898,,
SDSS1138+0314,3800591477621812096,174.51563277165042,1.9150482326972469,3.249342339624494,0.8549406979663001,-25.13557813228081,2.157953903864767,-11.647876,3.8195804198761363,1.7519679292244263,-13.160761646080756,1.554550314193369,-0.27337646,2.1689603527386914,0.19757421468823352,19.683443,19.046856,18.4332
SDSS1155+6346,863270765593191424,178.8223854631388,1.0626669022272428,63.77280546935194,1.309258702846943,,,,,,,,,,,19.100462,,
SDSS1155+6346,863270765591421184,178.82119763038912,0.18680042859008866,63.77269192413418,0.1840835579001978,-0.13670872510792167,0.2470379929465231,-0.5533915,-0.3042691367717549,0.4181240406786521,0.20299987586694146,0.41174246966288075,0.35434055,1.585785791232441,0.04764699281822618,18.80331,18.577085,17.547647
B1152+200,3975233510826944640,178.82623187872701,0.11552520235673479,19.661730091641683,0.07651414401163904,-0.25737576501895837,0.14886053437351449,-1.7289724,-0.2661261843679031,0.2233854930414407,0.22969712371444193,0.15993885243422634,-0.15251024,1.6683575446468044,0.024861195744314418,17.464056,17.550173,17.00027
SDSS1206+4332,1537658352791579776,181.6235804372212,0.1992710330326193,43.539059094402035,0.16194750723330611,0.03690261738779267,0.28766210926306857,0.12828459,-0.09834571575692853,0.2920223463051425,-0.5966861000723122,0.28369701038092415,0.14551124,1.7131778552675285,0.04599801017507992,18.867971,18.925924,18.311754
SDSS1206+4332,1537658249711963904,181.62357181413327,0.1946983831258708,43.53821774243154,0.1471554171995709,0.5115407541798894,0.2764012925440241,1.8507177,0.16979418392632392,0.28125212263345795,-0.10608201240894846,0.2571793277945482,0.1530587,1.641526035263483,0.04343195657416818,18.844357,18.989126,18.280117
Q1208+101,3906330450008897408,182.73764299302746,0.20675134709281281,9.907514491846698,0.1263627560568934,2.158449410869412,0.27669859013783754,7.8007245,-3.3380769515289943,0.49241886546570646,-1.7079940441683183,0.262236165920124,-0.35984686,1.6137678805831535,0.03330455378381959,17.721266,18.097853,16.899765
